Deck Code   -  Average T5 Damage
02-03-17-08 - Avg. Dmg. : 30.6205
00-07-10-13 - Avg. Dmg. : 30.6183
03-02-16-09 - Avg. Dmg. : 30.6113
00-25-04-01 - Avg. Dmg. : 30.609
02-03-13-12 - Avg. Dmg. : 30.6061
04-04-00-22 - Avg. Dmg. : 30.6056
04-02-23-01 - Avg. Dmg. : 30.6038
03-02-15-10 - Avg. Dmg. : 30.6013
03-02-14-11 - Avg. Dmg. : 30.5893
02-04-23-01 - Avg. Dmg. : 30.5874
10-00-01-19 - Avg. Dmg. : 30.5829
01-27-02-00 - Avg. Dmg. : 30.581
03-02-17-08 - Avg. Dmg. : 30.569
07-02-00-21 - Avg. Dmg. : 30.5667
02-04-05-19 - Avg. Dmg. : 30.5615
00-09-03-18 - Avg. Dmg. : 30.5578
01-05-07-17 - Avg. Dmg. : 30.5572
00-08-19-03 - Avg. Dmg. : 30.5558
07-00-07-16 - Avg. Dmg. : 30.5545
01-05-21-03 - Avg. Dmg. : 30.5402
00-07-09-14 - Avg. Dmg. : 30.5381
01-06-22-01 - Avg. Dmg. : 30.5354
02-05-02-21 - Avg. Dmg. : 30.5304
00-11-19-00 - Avg. Dmg. : 30.5291
00-07-18-05 - Avg. Dmg. : 30.5286
03-02-18-07 - Avg. Dmg. : 30.526
00-08-05-17 - Avg. Dmg. : 30.5195
08-00-04-18 - Avg. Dmg. : 30.5194
02-03-19-06 - Avg. Dmg. : 30.5152
02-03-11-14 - Avg. Dmg. : 30.5024
05-02-03-20 - Avg. Dmg. : 30.4977
01-08-00-21 - Avg. Dmg. : 30.4919
00-07-08-15 - Avg. Dmg. : 30.4806
00-27-01-02 - Avg. Dmg. : 30.4755
03-03-05-19 - Avg. Dmg. : 30.47
05-01-08-16 - Avg. Dmg. : 30.4691
06-00-15-09 - Avg. Dmg. : 30.458
08-01-01-20 - Avg. Dmg. : 30.4546
02-03-12-13 - Avg. Dmg. : 30.4524
03-02-12-13 - Avg. Dmg. : 30.4493
07-00-22-01 - Avg. Dmg. : 30.4464
03-02-19-06 - Avg. Dmg. : 30.4391
06-00-16-08 - Avg. Dmg. : 30.4274
04-03-02-21 - Avg. Dmg. : 30.4236
06-00-14-10 - Avg. Dmg. : 30.4123
06-00-17-07 - Avg. Dmg. : 30.4064
03-02-13-12 - Avg. Dmg. : 30.4049
00-24-06-00 - Avg. Dmg. : 30.394
05-01-22-02 - Avg. Dmg. : 30.3902
00-07-07-16 - Avg. Dmg. : 30.389
02-06-00-22 - Avg. Dmg. : 30.3808
00-09-20-01 - Avg. Dmg. : 30.3784
01-06-03-20 - Avg. Dmg. : 30.3619
00-08-20-02 - Avg. Dmg. : 30.3604
00-11-00-19 - Avg. Dmg. : 30.3594
06-00-13-11 - Avg. Dmg. : 30.3401
00-10-01-19 - Avg. Dmg. : 30.3296
01-05-06-18 - Avg. Dmg. : 30.3222
06-00-18-06 - Avg. Dmg. : 30.3216
03-02-20-05 - Avg. Dmg. : 30.3064
01-07-01-21 - Avg. Dmg. : 30.303
09-00-02-19 - Avg. Dmg. : 30.2986
03-02-11-14 - Avg. Dmg. : 30.2882
00-08-04-18 - Avg. Dmg. : 30.2708
02-03-10-15 - Avg. Dmg. : 30.2685
06-02-01-21 - Avg. Dmg. : 30.2664
01-28-01-00 - Avg. Dmg. : 30.2663
02-03-20-05 - Avg. Dmg. : 30.2649
05-01-07-17 - Avg. Dmg. : 30.2613
01-04-16-09 - Avg. Dmg. : 30.2489
01-04-15-10 - Avg. Dmg. : 30.2441
00-26-03-01 - Avg. Dmg. : 30.2438
02-04-04-20 - Avg. Dmg. : 30.2342
01-04-18-07 - Avg. Dmg. : 30.2231
01-04-14-11 - Avg. Dmg. : 30.2202
02-03-09-16 - Avg. Dmg. : 30.2187
03-03-24-00 - Avg. Dmg. : 30.2165
01-05-22-02 - Avg. Dmg. : 30.2151
00-06-11-13 - Avg. Dmg. : 30.2139
00-07-19-04 - Avg. Dmg. : 30.2108
07-01-02-20 - Avg. Dmg. : 30.203
00-10-20-00 - Avg. Dmg. : 30.2027
04-02-05-19 - Avg. Dmg. : 30.2023
03-02-10-15 - Avg. Dmg. : 30.198
00-09-02-19 - Avg. Dmg. : 30.1962
06-01-04-19 - Avg. Dmg. : 30.1904
06-00-19-05 - Avg. Dmg. : 30.1864
01-04-17-08 - Avg. Dmg. : 30.1766
01-04-13-12 - Avg. Dmg. : 30.1723
06-00-11-13 - Avg. Dmg. : 30.1681
00-06-12-12 - Avg. Dmg. : 30.1645
00-06-15-09 - Avg. Dmg. : 30.1607
00-28-00-02 - Avg. Dmg. : 30.148
03-04-01-22 - Avg. Dmg. : 30.1333
04-02-24-00 - Avg. Dmg. : 30.1298
06-00-12-12 - Avg. Dmg. : 30.1225
00-07-06-17 - Avg. Dmg. : 30.1191
00-06-13-11 - Avg. Dmg. : 30.1186
05-03-00-22 - Avg. Dmg. : 30.1182
03-03-04-20 - Avg. Dmg. : 30.1137
01-06-23-00 - Avg. Dmg. : 30.11
02-03-21-04 - Avg. Dmg. : 30.1085
01-04-12-13 - Avg. Dmg. : 30.0998
07-00-06-17 - Avg. Dmg. : 30.0979
05-01-23-01 - Avg. Dmg. : 30.0878
00-06-17-07 - Avg. Dmg. : 30.0872
01-04-19-06 - Avg. Dmg. : 30.0865
01-05-05-19 - Avg. Dmg. : 30.0851
00-06-14-10 - Avg. Dmg. : 30.0713
03-02-21-04 - Avg. Dmg. : 30.0663
04-01-18-07 - Avg. Dmg. : 30.0501
00-07-20-03 - Avg. Dmg. : 30.0488
01-04-20-05 - Avg. Dmg. : 30.0475
06-00-20-04 - Avg. Dmg. : 30.0448
01-04-10-15 - Avg. Dmg. : 30.0443
00-25-05-00 - Avg. Dmg. : 30.0409
01-06-02-21 - Avg. Dmg. : 30.0232
04-01-15-10 - Avg. Dmg. : 30.0211
07-00-23-00 - Avg. Dmg. : 30.0189
04-01-16-09 - Avg. Dmg. : 30.0086
04-01-17-08 - Avg. Dmg. : 30.0074
01-04-11-14 - Avg. Dmg. : 30.0067
02-04-24-00 - Avg. Dmg. : 30.0036
02-03-08-17 - Avg. Dmg. : 30.0019
00-06-16-08 - Avg. Dmg. : 29.9973
00-06-18-06 - Avg. Dmg. : 29.9938
00-08-03-19 - Avg. Dmg. : 29.9885
03-02-22-03 - Avg. Dmg. : 29.9836
00-07-05-18 - Avg. Dmg. : 29.9816
04-01-14-11 - Avg. Dmg. : 29.9769
00-06-10-14 - Avg. Dmg. : 29.9767
03-02-09-16 - Avg. Dmg. : 29.9761
00-10-00-20 - Avg. Dmg. : 29.9595
06-00-10-14 - Avg. Dmg. : 29.9479
00-08-21-01 - Avg. Dmg. : 29.936
00-27-02-01 - Avg. Dmg. : 29.9343
02-05-01-22 - Avg. Dmg. : 29.9248
06-00-21-03 - Avg. Dmg. : 29.9168
00-06-09-15 - Avg. Dmg. : 29.916
00-06-19-05 - Avg. Dmg. : 29.9024
01-04-09-16 - Avg. Dmg. : 29.8993
04-01-19-06 - Avg. Dmg. : 29.8925
04-01-12-13 - Avg. Dmg. : 29.8846
03-02-08-17 - Avg. Dmg. : 29.8831
08-00-03-19 - Avg. Dmg. : 29.8756
04-01-13-12 - Avg. Dmg. : 29.8735
02-03-22-03 - Avg. Dmg. : 29.8734
00-09-01-20 - Avg. Dmg. : 29.8634
05-01-06-18 - Avg. Dmg. : 29.8585
00-09-21-00 - Avg. Dmg. : 29.8504
00-06-08-16 - Avg. Dmg. : 29.8463
01-05-23-01 - Avg. Dmg. : 29.8402
01-29-00-00 - Avg. Dmg. : 29.8264
01-07-00-22 - Avg. Dmg. : 29.8252
10-00-00-20 - Avg. Dmg. : 29.8149
05-02-02-21 - Avg. Dmg. : 29.8147
04-01-11-14 - Avg. Dmg. : 29.806
06-00-09-15 - Avg. Dmg. : 29.7899
02-04-03-21 - Avg. Dmg. : 29.7896
04-03-01-22 - Avg. Dmg. : 29.7884
00-06-20-04 - Avg. Dmg. : 29.7727
00-07-21-02 - Avg. Dmg. : 29.7642
00-07-04-19 - Avg. Dmg. : 29.7425
01-04-21-04 - Avg. Dmg. : 29.7361
01-04-08-17 - Avg. Dmg. : 29.7275
02-03-07-18 - Avg. Dmg. : 29.715
04-02-04-20 - Avg. Dmg. : 29.6758
07-00-05-18 - Avg. Dmg. : 29.6743
01-05-04-20 - Avg. Dmg. : 29.6688
00-08-02-20 - Avg. Dmg. : 29.6284
02-03-23-02 - Avg. Dmg. : 29.6224
03-03-03-21 - Avg. Dmg. : 29.6206
04-01-10-15 - Avg. Dmg. : 29.6181
00-26-04-00 - Avg. Dmg. : 29.6175
04-01-20-05 - Avg. Dmg. : 29.6175
06-00-22-02 - Avg. Dmg. : 29.5951
00-06-07-17 - Avg. Dmg. : 29.5908
01-04-07-18 - Avg. Dmg. : 29.571
09-00-01-20 - Avg. Dmg. : 29.567
06-01-03-20 - Avg. Dmg. : 29.5642
08-01-00-21 - Avg. Dmg. : 29.5582
03-02-07-18 - Avg. Dmg. : 29.5511
05-01-05-19 - Avg. Dmg. : 29.5483
03-02-23-02 - Avg. Dmg. : 29.5413
01-04-22-03 - Avg. Dmg. : 29.5288
06-02-00-22 - Avg. Dmg. : 29.5259
06-00-08-16 - Avg. Dmg. : 29.5251
05-01-24-00 - Avg. Dmg. : 29.5028
00-28-01-01 - Avg. Dmg. : 29.4772
04-01-21-04 - Avg. Dmg. : 29.4709
01-06-01-22 - Avg. Dmg. : 29.4578
00-06-21-03 - Avg. Dmg. : 29.4501
01-05-03-21 - Avg. Dmg. : 29.4456
00-08-22-00 - Avg. Dmg. : 29.4335
04-01-22-03 - Avg. Dmg. : 29.4324
00-06-06-18 - Avg. Dmg. : 29.4316
04-01-09-16 - Avg. Dmg. : 29.427
02-03-06-19 - Avg. Dmg. : 29.4177
00-05-17-08 - Avg. Dmg. : 29.3964
00-09-00-21 - Avg. Dmg. : 29.3568
00-07-22-01 - Avg. Dmg. : 29.3423
00-05-13-12 - Avg. Dmg. : 29.3409
03-04-00-23 - Avg. Dmg. : 29.3359
00-05-14-11 - Avg. Dmg. : 29.3312
07-01-01-21 - Avg. Dmg. : 29.3271
00-05-16-09 - Avg. Dmg. : 29.327
00-07-03-20 - Avg. Dmg. : 29.3238
01-05-24-00 - Avg. Dmg. : 29.3231
00-05-12-13 - Avg. Dmg. : 29.3064
02-04-02-22 - Avg. Dmg. : 29.3037
04-02-03-21 - Avg. Dmg. : 29.3029
00-05-15-10 - Avg. Dmg. : 29.3009
06-00-07-17 - Avg. Dmg. : 29.2956
02-05-00-23 - Avg. Dmg. : 29.2944
00-08-01-21 - Avg. Dmg. : 29.2651
01-04-06-19 - Avg. Dmg. : 29.2619
01-04-23-02 - Avg. Dmg. : 29.2347
00-05-11-14 - Avg. Dmg. : 29.2338
00-05-18-07 - Avg. Dmg. : 29.2289
00-05-10-15 - Avg. Dmg. : 29.2252
02-03-24-01 - Avg. Dmg. : 29.2158
00-27-03-00 - Avg. Dmg. : 29.2092
00-29-00-01 - Avg. Dmg. : 29.2015
00-05-19-06 - Avg. Dmg. : 29.2004
00-06-05-19 - Avg. Dmg. : 29.1964
06-00-23-01 - Avg. Dmg. : 29.1818
07-00-04-19 - Avg. Dmg. : 29.1814
04-01-08-17 - Avg. Dmg. : 29.1755
08-00-02-20 - Avg. Dmg. : 29.17
03-02-24-01 - Avg. Dmg. : 29.1655
04-01-23-02 - Avg. Dmg. : 29.1604
05-02-01-22 - Avg. Dmg. : 29.156
03-03-02-22 - Avg. Dmg. : 29.1316
02-03-05-20 - Avg. Dmg. : 29.1119
03-02-06-19 - Avg. Dmg. : 29.1085
00-05-09-16 - Avg. Dmg. : 29.1033
02-02-14-12 - Avg. Dmg. : 29.0964
01-03-15-11 - Avg. Dmg. : 29.0873
00-06-22-02 - Avg. Dmg. : 29.0559
01-04-05-20 - Avg. Dmg. : 29.0485
05-00-15-10 - Avg. Dmg. : 29.0422
05-00-18-07 - Avg. Dmg. : 29.0401
02-02-16-10 - Avg. Dmg. : 29.0288
00-05-20-05 - Avg. Dmg. : 29.0237
01-03-16-10 - Avg. Dmg. : 29.017
02-02-15-11 - Avg. Dmg. : 29.0062
02-02-19-07 - Avg. Dmg. : 29.0054
05-00-14-11 - Avg. Dmg. : 29.0054
00-07-02-21 - Avg. Dmg. : 28.9983
05-00-17-08 - Avg. Dmg. : 28.993
01-03-14-12 - Avg. Dmg. : 28.9799
06-01-02-21 - Avg. Dmg. : 28.9771
02-02-17-09 - Avg. Dmg. : 28.9758
05-01-04-20 - Avg. Dmg. : 28.9713
05-00-16-09 - Avg. Dmg. : 28.9679
04-03-00-23 - Avg. Dmg. : 28.9663
02-02-13-13 - Avg. Dmg. : 28.9562
00-05-08-17 - Avg. Dmg. : 28.9479
02-02-18-08 - Avg. Dmg. : 28.9441
01-03-13-13 - Avg. Dmg. : 28.9353
03-02-05-20 - Avg. Dmg. : 28.9242
00-06-04-20 - Avg. Dmg. : 28.9206
01-06-00-23 - Avg. Dmg. : 28.9115
01-03-19-07 - Avg. Dmg. : 28.8955
01-03-18-08 - Avg. Dmg. : 28.8832
00-05-21-04 - Avg. Dmg. : 28.8819
00-07-23-00 - Avg. Dmg. : 28.8807
04-01-07-18 - Avg. Dmg. : 28.8764
01-03-17-09 - Avg. Dmg. : 28.8743
01-05-02-22 - Avg. Dmg. : 28.8695
01-03-12-14 - Avg. Dmg. : 28.8517
02-02-10-16 - Avg. Dmg. : 28.851
06-00-06-18 - Avg. Dmg. : 28.8506
02-02-12-14 - Avg. Dmg. : 28.8436
01-04-24-01 - Avg. Dmg. : 28.8343
05-00-13-12 - Avg. Dmg. : 28.8237
00-28-02-00 - Avg. Dmg. : 28.8194
00-06-23-01 - Avg. Dmg. : 28.8096
01-03-20-06 - Avg. Dmg. : 28.8084
05-00-19-06 - Avg. Dmg. : 28.801
02-02-20-06 - Avg. Dmg. : 28.7881
05-00-12-13 - Avg. Dmg. : 28.7689
00-05-07-18 - Avg. Dmg. : 28.7646
05-00-20-05 - Avg. Dmg. : 28.7532
02-03-04-21 - Avg. Dmg. : 28.7528
02-02-11-15 - Avg. Dmg. : 28.7505
02-02-21-05 - Avg. Dmg. : 28.7481
09-00-00-21 - Avg. Dmg. : 28.7252
01-03-11-15 - Avg. Dmg. : 28.7245
00-08-00-22 - Avg. Dmg. : 28.7157
03-02-25-00 - Avg. Dmg. : 28.7148
06-00-24-00 - Avg. Dmg. : 28.6865
07-00-03-20 - Avg. Dmg. : 28.6819
02-03-25-00 - Avg. Dmg. : 28.6688
02-04-01-23 - Avg. Dmg. : 28.6574
04-01-24-01 - Avg. Dmg. : 28.6501
07-01-00-22 - Avg. Dmg. : 28.6491
00-05-22-03 - Avg. Dmg. : 28.6443
05-00-10-15 - Avg. Dmg. : 28.6279
05-00-11-14 - Avg. Dmg. : 28.6151
01-03-09-17 - Avg. Dmg. : 28.5959
01-03-10-16 - Avg. Dmg. : 28.5903
01-03-21-05 - Avg. Dmg. : 28.5843
03-01-18-08 - Avg. Dmg. : 28.5815
03-01-17-09 - Avg. Dmg. : 28.564
01-04-04-21 - Avg. Dmg. : 28.5521
03-01-14-12 - Avg. Dmg. : 28.5492
02-02-22-04 - Avg. Dmg. : 28.5488
00-06-03-21 - Avg. Dmg. : 28.5467
03-01-16-10 - Avg. Dmg. : 28.5456
06-00-05-19 - Avg. Dmg. : 28.5272
05-00-21-04 - Avg. Dmg. : 28.5092
04-02-02-22 - Avg. Dmg. : 28.5015
03-03-01-23 - Avg. Dmg. : 28.4889
03-02-04-21 - Avg. Dmg. : 28.4833
03-01-15-11 - Avg. Dmg. : 28.4585
00-05-06-19 - Avg. Dmg. : 28.4565
04-01-06-19 - Avg. Dmg. : 28.4495
08-00-01-21 - Avg. Dmg. : 28.447
00-07-01-22 - Avg. Dmg. : 28.4333
05-01-03-21 - Avg. Dmg. : 28.4322
00-04-18-08 - Avg. Dmg. : 28.4151
00-04-15-11 - Avg. Dmg. : 28.4108
03-01-19-07 - Avg. Dmg. : 28.4066
00-05-23-02 - Avg. Dmg. : 28.4052
05-00-09-16 - Avg. Dmg. : 28.3916
00-29-01-00 - Avg. Dmg. : 28.386
01-03-22-04 - Avg. Dmg. : 28.3761
02-02-09-17 - Avg. Dmg. : 28.3745
03-01-12-14 - Avg. Dmg. : 28.3686
05-00-22-03 - Avg. Dmg. : 28.356
03-01-13-13 - Avg. Dmg. : 28.3556
00-04-14-12 - Avg. Dmg. : 28.3524
01-04-25-00 - Avg. Dmg. : 28.3497
03-01-11-15 - Avg. Dmg. : 28.3493
05-02-00-23 - Avg. Dmg. : 28.321
00-04-12-14 - Avg. Dmg. : 28.3129
02-02-23-03 - Avg. Dmg. : 28.3076
01-05-01-23 - Avg. Dmg. : 28.3022
00-04-11-15 - Avg. Dmg. : 28.2877
00-04-17-09 - Avg. Dmg. : 28.2854
01-03-23-03 - Avg. Dmg. : 28.2844
00-04-16-10 - Avg. Dmg. : 28.269
03-01-20-06 - Avg. Dmg. : 28.2654
00-04-19-07 - Avg. Dmg. : 28.2634
00-06-24-00 - Avg. Dmg. : 28.2573
01-03-08-18 - Avg. Dmg. : 28.2555
00-04-13-13 - Avg. Dmg. : 28.2515
02-02-08-18 - Avg. Dmg. : 28.2388
02-03-03-22 - Avg. Dmg. : 28.2357
00-06-02-22 - Avg. Dmg. : 28.2113
06-01-01-22 - Avg. Dmg. : 28.1867
04-01-05-20 - Avg. Dmg. : 28.1864
00-05-05-20 - Avg. Dmg. : 28.1787
03-01-21-05 - Avg. Dmg. : 28.1649
01-04-03-22 - Avg. Dmg. : 28.1612
00-04-10-16 - Avg. Dmg. : 28.132
05-00-08-17 - Avg. Dmg. : 28.1237
04-01-25-00 - Avg. Dmg. : 28.1177
03-01-22-04 - Avg. Dmg. : 28.106
00-04-20-06 - Avg. Dmg. : 28.0843
07-00-02-21 - Avg. Dmg. : 28.0628
01-03-07-19 - Avg. Dmg. : 28.0486
02-04-00-24 - Avg. Dmg. : 28.005
02-02-07-19 - Avg. Dmg. : 28.0035
00-30-00-00 - Avg. Dmg. : 28.0
03-01-10-16 - Avg. Dmg. : 27.9998
05-00-23-02 - Avg. Dmg. : 27.9936
02-02-24-02 - Avg. Dmg. : 27.9922
00-07-00-23 - Avg. Dmg. : 27.9759
00-04-21-05 - Avg. Dmg. : 27.9714
00-04-09-17 - Avg. Dmg. : 27.9649
00-05-04-21 - Avg. Dmg. : 27.9464
04-02-01-23 - Avg. Dmg. : 27.9154
05-00-07-18 - Avg. Dmg. : 27.8918
06-00-04-20 - Avg. Dmg. : 27.8861
01-03-24-02 - Avg. Dmg. : 27.8816
03-01-23-03 - Avg. Dmg. : 27.8809
00-05-24-01 - Avg. Dmg. : 27.8747
00-04-22-04 - Avg. Dmg. : 27.865
05-01-02-22 - Avg. Dmg. : 27.8494
03-02-03-22 - Avg. Dmg. : 27.8459
01-03-06-20 - Avg. Dmg. : 27.8336
01-04-02-23 - Avg. Dmg. : 27.8299
03-01-09-17 - Avg. Dmg. : 27.802
00-04-08-18 - Avg. Dmg. : 27.7943
01-05-00-24 - Avg. Dmg. : 27.7838
02-02-06-20 - Avg. Dmg. : 27.736
02-03-02-23 - Avg. Dmg. : 27.7139
00-04-07-19 - Avg. Dmg. : 27.7025
03-03-00-24 - Avg. Dmg. : 27.6992
00-05-03-22 - Avg. Dmg. : 27.6913
03-01-08-18 - Avg. Dmg. : 27.6841
04-01-04-21 - Avg. Dmg. : 27.6789
02-02-25-01 - Avg. Dmg. : 27.6696
08-00-00-22 - Avg. Dmg. : 27.6625
05-00-24-01 - Avg. Dmg. : 27.6511
00-04-23-03 - Avg. Dmg. : 27.6474
00-06-01-23 - Avg. Dmg. : 27.6256
03-01-24-02 - Avg. Dmg. : 27.5594
04-00-16-10 - Avg. Dmg. : 27.5532
01-03-25-01 - Avg. Dmg. : 27.5458
01-03-05-21 - Avg. Dmg. : 27.5392
04-00-15-11 - Avg. Dmg. : 27.5255
06-01-00-23 - Avg. Dmg. : 27.4992
05-00-06-19 - Avg. Dmg. : 27.4756
04-00-17-09 - Avg. Dmg. : 27.4579
00-05-25-00 - Avg. Dmg. : 27.4357
04-00-19-07 - Avg. Dmg. : 27.4262
04-00-14-12 - Avg. Dmg. : 27.4155
03-01-07-19 - Avg. Dmg. : 27.4097
01-02-16-11 - Avg. Dmg. : 27.3843
04-00-13-13 - Avg. Dmg. : 27.3684
04-00-18-08 - Avg. Dmg. : 27.3644
01-02-14-13 - Avg. Dmg. : 27.3616
04-00-20-06 - Avg. Dmg. : 27.3605
00-04-06-20 - Avg. Dmg. : 27.3546
06-00-03-21 - Avg. Dmg. : 27.3542
02-02-05-21 - Avg. Dmg. : 27.35
03-02-02-23 - Avg. Dmg. : 27.3041
04-00-12-14 - Avg. Dmg. : 27.2895
07-00-01-22 - Avg. Dmg. : 27.289
01-02-18-09 - Avg. Dmg. : 27.2473
01-02-15-12 - Avg. Dmg. : 27.2334
01-02-17-10 - Avg. Dmg. : 27.2246
00-04-24-02 - Avg. Dmg. : 27.2124
01-02-19-08 - Avg. Dmg. : 27.2093
01-02-12-15 - Avg. Dmg. : 27.2011
01-02-21-06 - Avg. Dmg. : 27.1999
04-00-21-05 - Avg. Dmg. : 27.1986
03-01-06-20 - Avg. Dmg. : 27.1891
03-01-25-01 - Avg. Dmg. : 27.1758
01-02-20-07 - Avg. Dmg. : 27.1594
00-04-05-21 - Avg. Dmg. : 27.158
04-02-00-24 - Avg. Dmg. : 27.1492
00-06-00-24 - Avg. Dmg. : 27.1473
01-02-13-14 - Avg. Dmg. : 27.1417
05-00-25-00 - Avg. Dmg. : 27.1372
01-03-04-22 - Avg. Dmg. : 27.1264
04-00-11-15 - Avg. Dmg. : 27.1251
02-02-26-00 - Avg. Dmg. : 27.0996
05-01-01-23 - Avg. Dmg. : 27.0864
00-05-02-23 - Avg. Dmg. : 27.0862
02-03-01-24 - Avg. Dmg. : 27.0832
00-03-17-10 - Avg. Dmg. : 27.077
05-00-05-20 - Avg. Dmg. : 27.0598
01-02-22-05 - Avg. Dmg. : 27.054
00-03-18-09 - Avg. Dmg. : 27.0459
01-04-01-24 - Avg. Dmg. : 27.0411
01-02-11-16 - Avg. Dmg. : 27.041
00-03-20-07 - Avg. Dmg. : 27.0381
04-00-22-04 - Avg. Dmg. : 27.0374
00-03-19-08 - Avg. Dmg. : 27.0297
00-03-16-11 - Avg. Dmg. : 27.0184
04-00-10-16 - Avg. Dmg. : 27.0176
01-03-26-00 - Avg. Dmg. : 27.0089
04-01-03-22 - Avg. Dmg. : 26.9921
01-02-10-17 - Avg. Dmg. : 26.9722
00-03-15-12 - Avg. Dmg. : 26.9699
02-01-18-09 - Avg. Dmg. : 26.9644
00-03-13-14 - Avg. Dmg. : 26.9574
00-03-14-13 - Avg. Dmg. : 26.9527
00-03-12-15 - Avg. Dmg. : 26.947
02-02-04-22 - Avg. Dmg. : 26.9361
02-01-16-11 - Avg. Dmg. : 26.9304
00-03-21-06 - Avg. Dmg. : 26.9295
00-04-25-01 - Avg. Dmg. : 26.924
02-01-19-08 - Avg. Dmg. : 26.8922
01-02-23-04 - Avg. Dmg. : 26.8755
02-01-17-10 - Avg. Dmg. : 26.8527
02-01-14-13 - Avg. Dmg. : 26.8413
02-01-20-07 - Avg. Dmg. : 26.8271
00-03-10-17 - Avg. Dmg. : 26.8157
04-00-23-03 - Avg. Dmg. : 26.8072
00-03-11-16 - Avg. Dmg. : 26.7936
02-01-13-14 - Avg. Dmg. : 26.777
02-01-15-12 - Avg. Dmg. : 26.7649
06-00-02-22 - Avg. Dmg. : 26.7645
00-03-22-05 - Avg. Dmg. : 26.7273
01-03-03-23 - Avg. Dmg. : 26.7254
04-00-09-17 - Avg. Dmg. : 26.7226
01-02-24-03 - Avg. Dmg. : 26.7134
00-03-09-18 - Avg. Dmg. : 26.701
02-01-21-06 - Avg. Dmg. : 26.6971
00-04-04-22 - Avg. Dmg. : 26.663
01-02-09-18 - Avg. Dmg. : 26.661
03-01-26-00 - Avg. Dmg. : 26.6588
02-01-12-15 - Avg. Dmg. : 26.6286
03-02-01-24 - Avg. Dmg. : 26.6235
00-05-01-24 - Avg. Dmg. : 26.5834
01-02-08-19 - Avg. Dmg. : 26.5797
05-00-04-21 - Avg. Dmg. : 26.577
03-01-05-21 - Avg. Dmg. : 26.5665
00-03-08-19 - Avg. Dmg. : 26.5366
02-01-11-16 - Avg. Dmg. : 26.5232
04-00-08-18 - Avg. Dmg. : 26.5143
04-00-24-02 - Avg. Dmg. : 26.5092
00-03-23-04 - Avg. Dmg. : 26.4669
02-01-22-05 - Avg. Dmg. : 26.4662
01-02-25-02 - Avg. Dmg. : 26.4329
02-01-23-04 - Avg. Dmg. : 26.4137
02-01-10-17 - Avg. Dmg. : 26.4074
07-00-00-23 - Avg. Dmg. : 26.4044
00-04-03-23 - Avg. Dmg. : 26.3772
00-03-24-03 - Avg. Dmg. : 26.3649
00-04-26-00 - Avg. Dmg. : 26.3543
04-00-07-19 - Avg. Dmg. : 26.3528
01-04-00-25 - Avg. Dmg. : 26.3513
04-01-02-23 - Avg. Dmg. : 26.3388
05-01-00-24 - Avg. Dmg. : 26.3316
02-03-00-25 - Avg. Dmg. : 26.2753
03-01-04-22 - Avg. Dmg. : 26.2519
02-01-09-18 - Avg. Dmg. : 26.2473
02-02-03-23 - Avg. Dmg. : 26.2401
01-02-07-20 - Avg. Dmg. : 26.2373
02-01-24-03 - Avg. Dmg. : 26.2093
00-03-07-20 - Avg. Dmg. : 26.1838
01-03-02-24 - Avg. Dmg. : 26.0727
00-03-25-02 - Avg. Dmg. : 26.0661
00-05-00-25 - Avg. Dmg. : 26.0505
04-00-25-01 - Avg. Dmg. : 26.0496
05-00-03-22 - Avg. Dmg. : 26.0398
02-01-08-19 - Avg. Dmg. : 25.9711
01-02-06-21 - Avg. Dmg. : 25.9607
04-00-06-20 - Avg. Dmg. : 25.9513
01-02-26-01 - Avg. Dmg. : 25.9496
06-00-01-23 - Avg. Dmg. : 25.8955
02-01-25-02 - Avg. Dmg. : 25.8909
00-04-02-24 - Avg. Dmg. : 25.8792
00-03-06-21 - Avg. Dmg. : 25.8737
03-00-17-10 - Avg. Dmg. : 25.8256
03-00-16-11 - Avg. Dmg. : 25.8113
03-02-00-25 - Avg. Dmg. : 25.8027
02-02-02-24 - Avg. Dmg. : 25.7966
03-00-15-12 - Avg. Dmg. : 25.7966
03-00-18-09 - Avg. Dmg. : 25.7908
03-00-19-08 - Avg. Dmg. : 25.7588
03-00-14-13 - Avg. Dmg. : 25.7504
04-01-01-24 - Avg. Dmg. : 25.7337
02-01-07-20 - Avg. Dmg. : 25.7104
03-00-20-07 - Avg. Dmg. : 25.6497
03-00-13-14 - Avg. Dmg. : 25.6147
04-00-05-21 - Avg. Dmg. : 25.6141
00-03-26-01 - Avg. Dmg. : 25.6019
00-03-05-22 - Avg. Dmg. : 25.5998
03-00-12-15 - Avg. Dmg. : 25.5995
01-02-05-22 - Avg. Dmg. : 25.5958
03-01-03-23 - Avg. Dmg. : 25.5715
03-00-21-06 - Avg. Dmg. : 25.5714
03-00-11-16 - Avg. Dmg. : 25.5465
03-00-22-05 - Avg. Dmg. : 25.5116
04-00-26-00 - Avg. Dmg. : 25.483
02-01-26-01 - Avg. Dmg. : 25.4586
01-03-01-25 - Avg. Dmg. : 25.4526
00-02-18-10 - Avg. Dmg. : 25.421
01-02-27-00 - Avg. Dmg. : 25.4151
00-02-17-11 - Avg. Dmg. : 25.3984
03-00-10-17 - Avg. Dmg. : 25.3891
05-00-02-23 - Avg. Dmg. : 25.3762
00-02-16-12 - Avg. Dmg. : 25.3688
02-01-06-21 - Avg. Dmg. : 25.3487
